winery,wine,year,rating,num_reviews,country,region,type,body,acidity,price
Lustau,Vermut Rojo,N.V.,4.2,1058,Espana,Jerez-Xeres-Sherry,NA,NA,NA,11.9
Atalaya,La Atalaya del Camino,2019,4.2,1048,Espana,Almansa,Red,4,3,11.66
R. Lopez de Heredia,Vina Tondonia Reserva Blanco,2005,4.2,1043,Espana,Rioja Alta,Rioja White,3,3,26.9
Protos,Reserva 5 Ano,2015,4.2,1040,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,22.95
Emilio Moro,Malleolus,2014,4.2,1030,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.95
Gonzalez-Byass,Del Duque Amontillado Sherry VORS,N.V.,4.2,1016,Espana,Jerez Amontillado,Sherry,4,3,77.22
Alvaro Palacios,Les Terrasses Velles Vinyes Priorat,2017,4.2,1016,Espana,Priorato,Priorat Red,4,3,85.9
Familia Torres,Salmos,2017,4.2,1008,Espana,Priorato,Priorat Red,4,3,20.99
Bodega Numanthia,Numanthia,2013,4.2,998,Espana,Toro,Toro Red,5,3,51.19
Alvaro Palacios,Les Terrasses Laderas de Pizarra,2016,4.2,970,Espana,Priorato,Priorat Red,4,3,32.25
Merum Priorati,Inici,2017,4.2,969,Espana,Priorato,Priorat Red,4,3,39
Familia Torres,Mas La Plana Cabernet Sauvignon,2016,4.2,964,Espana,Penedes,Cabernet Sauvignon,4,3,56.26
Bodegas La Horra,Corimbo I,2011,4.2,918,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,23.4
Castillo Perelada,5 Finques (Fincas) Reserva,2017,4.2,918,Espana,Emporda,Red,4,3,11.35
Bodegas La Horra,Corimbo I,2013,4.2,915,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.5
Quinta Sardonia,QS,2010,4.2,900,Espana,Castilla y Leon,Red,4,3,40.76
Martinet,Martinet Bru (Garnatxa - Syrah),2019,4.2,897,Espana,Priorato,Priorat Red,4,3,21.9
La Rioja Alta,Vina Ardanza Reserva,2000,4.2,883,Espana,Rioja,Rioja Red,4,3,161
Vinedos de Paganos,El Puntido,2013,4.2,879,Espana,Rioja,Rioja Red,4,3,34.41
Emilio Moro,Ribera del Duero,2019,4.2,876,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,16.95
Alvaro Palacios,Finca Dofi,2015,4.2,865,Espana,Priorato,Priorat Red,4,3,52.5
Protos,Reserva 5 Ano,2014,4.2,855,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,19.53
Bodegas Valduero,Ribera Del Duero Reserva,2012,4.2,852,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,30
Baluarte,Muscat,2020,4.2,842,Espana,Navarra,NA,NA,NA,5.5
Marques de Riscal,Rioja Gran Reserva,2014,4.2,840,Espana,Rioja,Rioja Red,4,3,35.63
Bodegas Roda,Roda Reserva Rioja,2017,4.2,834,Espana,Rioja,Rioja Red,4,3,25.5
Bodegas Amaren,Angeles de Amaren Tempranillo - Graciano,2015,4.2,832,Espana,Rioja,Rioja Red,4,3,19.38
Marques de Murrieta,Reserva Rioja (Finca Ygay),2017,4.2,811,Espana,Rioja,Rioja Red,4,3,20.9
Arzuaga,Ribera del Duero Crianza,2019,4.2,806,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,18.5
Marques de Riscal,Reserva XR,2015,4.2,778,Espana,Rioja,Rioja Red,4,3,23
Familia Torres,Purgatori Costers del Segre,2016,4.2,778,Espana,Costers del Segre,Red,4,3,38.37
Familia Torres,Purgatori Costers del Segre,2017,4.2,777,Espana,Costers del Segre,Red,4,3,25.5
Ramon Bilbao,Mirto,2012,4.2,776,Espana,Rioja,Rioja Red,4,3,35
Ossian,Vinas Viejas Verdejo,2015,4.2,769,Espana,Castilla y Leon,Verdejo,3,3,30
Hispano Suizas,Bassus Pinot Noir,2017,4.2,753,Espana,Utiel-Requena,Red,4,3,18.95
Murviedro,Sericis Cepas Viejas Monastrell,2017,4.2,745,Espana,Valencia,Monastrell,5,3,8.95
Castillo Perelada,Finca Malaveina,2016,4.2,740,Espana,Emporda,Red,4,3,25.35
Montecastro,Ribera del Duero Red,2018,4.2,733,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,18.5
Contino,Rioja Gran Reserva,2008,4.2,732,Espana,Rioja,Rioja Red,4,3,36
Contino,Rioja Gran Reserva,2009,4.2,731,Espana,Rioja,Rioja Red,4,3,85.8
Hispano Suizas,Bassus Pinot Noir,2018,4.2,721,Espana,Utiel-Requena,Red,4,3,19.25
Quinta Sardonia,QS,2007,4.2,707,Espana,Castilla y Leon,Red,4,3,37.5
VALENCISO,Rioja Reserva,2014,4.2,696,Espana,Rioja,Rioja Red,4,3,19.4
Gramona,Gessami,2020,4.2,692,Espana,Penedes,NA,NA,NA,11.2
Remirez de Ganuza,Rioja Reserva Fincas de Ganuza,2014,4.2,684,Espana,Rioja,Rioja Red,4,3,29.5
Barahonda,Summum Monastrell,2017,4.2,682,Espana,Yecla,Monastrell,5,3,15.95
Losada,Altos de Losada,2017,4.2,676,Espana,Bierzo,Mencia,3,3,18.4
Alvaro Palacios,Finca Dofi,2014,4.2,671,Espana,Priorato,Priorat Red,4,3,59.95
El Coto,Coto de Imaz Rioja Gran Reserva,2015,4.2,668,Espana,Rioja,Rioja Red,4,3,15.88
Matsu,El Viejo,2012,4.2,668,Espana,Toro,Toro Red,5,3,26.95
Recaredo,Corpinnat Terrers Brut Nature,2017,4.2,667,Espana,Cava,Cava,2,3,25
Williams & Humbert,Dos Cortados Palo Cortado Solera Especial Aged 20 Years,N.V.,4.2,666,Espana,Jerez Palo Cortado,Sherry,4,3,32.16
Alvaro Palacios,Vi de Vila Gratallops,2015,4.2,648,Espana,Priorato,Priorat Red,4,3,60
Alvaro Palacios,Vi de Vila Gratallops,2014,4.2,647,Espana,Priorato,Priorat Red,4,3,55
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2010,4.2,645,Espana,Rioja,Rioja Red,4,3,86.95
Tobia,Oscar Tobia Reserva Rioja,2015,4.2,633,Espana,Rioja,Rioja Red,4,3,20
Marques de Caceres,Rioja Satinela Blanco Semidulce,2020,4.2,630,Espana,Rioja,Rioja White,3,3,6.99
Vina Pedrosa,Reserva,2012,4.2,628,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,29.93
Castillo Perelada,Finca Malaveina,2012,4.2,627,Espana,Emporda,Red,4,3,17.84
Contino,Rioja Gran Reserva,2014,4.2,624,Espana,Rioja,Rioja Red,4,3,34.5
Bodegas Mauro,Red,2008,4.2,622,Espana,Castilla y Leon,Red,4,3,55
Portal del Priorat,Clos del Portal Negre de Negres,2017,4.2,612,Espana,Priorato,Priorat Red,4,3,21.85
Recaredo,Corpinnat Terrers Brut Nature,2016,4.2,611,Espana,Cava,Cava,2,3,21.8
Torre de Ona,Martelo Reserva,2014,4.2,600,Espana,Rioja,Rioja Red,4,3,20.5
Tinto Pesquera,Crianza,2019,4.2,599,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,17.25
Dehesa de Los Canonigos,Solideo,2015,4.2,592,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,35.09
Sei Solo,Preludio,2017,4.2,591,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,24.9
Diez Caballero,Reserva Tempranillo,2011,4.2,587,Espana,Rioja,Rioja Red,4,3,20.45328781
Mas d'en Gil,Coma Vella Priorat,2014,4.2,576,Espana,Priorato,Priorat Red,4,3,24.8
Chozas Carrascal,Las Ocho (8) Tinto,2017,4.2,570,Espana,Utiel-Requena,Red,4,3,16.767557
Vegalfaro,Pago de los Balagueses Syrah,2017,4.2,559,Espana,Utiel-Requena,Syrah,4,3,17.7
Lopez Cristobal,Bagus Ribera del Duero,2012,4.2,559,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,54
Clos Galena,Formiga de Vellut,2018,4.2,558,Espana,Priorato,Priorat Red,4,3,16.2
Bodegas Valduero,Tierra Alta En 2 Maderas,2017,4.2,557,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,19.9
Los Aguilares,Pago El Espino,2017,4.2,555,Espana,Sierras de Malaga,Red,4,3,25.35
VALENCISO,Rioja Blanco,2018,4.2,540,Espana,Rioja,Rioja White,3,3,17.75
Dehesa de Los Canonigos,Crianza,2018,4.2,528,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,18.9
Palacios Remondo,Propiedad  Rioja,2017,4.2,527,Espana,Rioja,Rioja Red,4,3,25.9
Dehesa de Los Canonigos,Crianza,2017,4.2,520,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,18.25
Bodegas Faustino,Reserva Especial Icon Edition,2014,4.2,519,Espana,Rioja,Rioja Red,4,3,23.89
Fernando de Castilla,Antique Palo Cortado,N.V.,4.2,519,Espana,Jerez Palo Cortado,Sherry,4,3,36.9
Matsu,El Viejo,2017,4.2,518,Espana,Toro,Toro Red,5,3,33.9
Lan,Vina Lanciano Reserva,2015,4.2,514,Espana,Rioja,Rioja Red,4,3,14.6
Anima Negra,An,2016,4.2,513,Espana,Mallorca,Red,4,3,139.9
Bodegas Mas Alta,Artigas,2017,4.2,505,Espana,Priorato,Priorat Red,4,3,20.9
Vinicola Real,200 Monges Rioja Reserva,2005,4.2,499,Espana,Rioja,Rioja Red,4,3,48
Contino,Rioja Gran Reserva,2011,4.2,490,Espana,Rioja,Rioja Red,4,3,39.5
Sei Solo,Preludio,2018,4.2,488,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,24.5
Williams & Humbert,Jalifa Amontillado Rare Old Dry Solera Especial Aged 30 Years,N.V.,4.2,487,Espana,Jerez Amontillado,Sherry,4,3,33.5
Tridente,Rejon Tempranillo,2012,4.2,485,Espana,Castilla y Leon,Tempranillo,4,2,36.97
Emilio Moro,La Felisa,2018,4.2,483,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,26.3
Emilio Moro,La Revelia Godello,2018,4.2,484,Espana,Bierzo,NA,NA,NA,21.95
Valderiz,Tinto,2018,4.2,481,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,21.5
Lan,A Mano Rioja,2009,4.2,480,Espana,Rioja,Rioja Red,4,3,28.95
Familia Torres,Milmanda,2015,4.2,473,Espana,Conca de Barbera,Chardonnay,4,3,126.2
Terras Gauda,Terras Gauda O Rosal,2021,4.2,466,Espana,Rias Baixas,Albarino,3,3,11.9
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2008,4.2,459,Espana,Rias Baixas,Albarino,3,3,37.9
Muga,Seleccion Especial (Reserva),2004,4.2,447,Espana,Rioja,Rioja Red,4,3,65
Bohorquez,Reserva,2009,4.2,442,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,21.65
Abadal,3.9,2016,4.2,441,Espana,Pla de Bages,Red,4,3,22.95
Mar de Frades,Rias Baixas Albarino Atlantico,2021,4.2,439,Espana,Rias Baixas,Albarino,3,3,14.8
Adega Familiar Eladio Pineiro,Envidiacochina (Tete de Cuvee),2019,4.2,438,Espana,Rias Baixas,Albarino,3,3,18.46
Pradorey,Adaro,2017,4.2,436,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,16.45
Montecastro,Ribera del Duero Red,2017,4.2,433,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,16.9
Culebron,Fondillon Gran Reserva,1964,4.2,432,Espana,Alicante,NA,NA,NA,49.95
Portal del Priorat,Clos del Portal Negre de Negres,2018,4.2,429,Espana,Priorato,Priorat Red,4,3,21.7
Castillo Perelada,Monastrell - Syrah Finca Espolla,2016,4.2,424,Espana,Emporda,Red,4,3,13.95
Castano,Casa Cisca Monastrell,2011,4.2,423,Espana,Yecla,Monastrell,5,3,32
Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3,3,29.15
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,NA,NA,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,NA,NA,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,NA,NA,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,NA,NA,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,NA,NA,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,NA,NA,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,NA,NA,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,NA,NA,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,NA,NA,37.9
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,NA,NA,51.35
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,NA,NA,22.99
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,NA,NA,NA,11.95
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,NA,NA,7.1
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,NA,NA,77.36
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,NA,NA,NA,19.9
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,NA,NA,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,NA,NA,27.89
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,NA,NA,48.96
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,NA,NA,61.94
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,NA,NA,19.98
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,NA,NA,16.76
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,NA,NA,24.45
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,NA,NA,64.5
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,NA,NA,31.63
Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,NA,NA,73
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4,3,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4,3,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4,3,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4,3,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4,3,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3,3,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3,3,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4,3,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4,3,22.99
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,NA,NA,NA,11.95
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4,3,7.1
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4,3,77.36
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,NA,NA,NA,19.9
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4,3,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5,3,27.89
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4,2,48.96
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4,3,61.94
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4,3,19.98
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4,3,16.76
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4,3,24.45
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4,3,73
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4,3,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4,3,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4,3,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4,3,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4,3,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3,3,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3,3,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4,3,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4,3,22.99
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,NA,NA,NA,11.95
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4,3,7.1
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4,3,77.36
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,NA,NA,NA,19.9
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4,3,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5,3,27.89
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4,2,48.96
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4,3,61.94
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4,3,19.98
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4,3,16.76
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4,3,24.45
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4,3,73
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4,3,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4,3,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4,3,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4,3,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4,3,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3,3,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3,3,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4,3,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4,3,22.99
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,NA,NA,NA,11.95
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4,3,7.1
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4,3,77.36
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,NA,NA,NA,19.9
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4,3,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5,3,27.89
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4,2,48.96
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4,3,61.94
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4,3,19.98
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4,3,16.76
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4,3,24.45
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4,3,73
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4,3,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4,3,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4,3,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4,3,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4,3,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3,3,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3,3,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4,3,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4,3,22.99
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,NA,NA,NA,11.95
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4,3,7.1
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4,3,77.36
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,NA,NA,NA,19.9
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4,3,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5,3,27.89
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4,2,48.96
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4,3,61.94
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4,3,19.98
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4,3,16.76
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4,3,24.45
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4,3,73
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4,3,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4,3,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4,3,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4,3,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4,3,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3,3,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3,3,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4,3,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4,3,22.99
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,NA,NA,NA,11.95
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4,3,7.1
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4,3,77.36
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,NA,NA,NA,19.9
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4,3,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5,3,27.89
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4,2,48.96
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4,3,61.94
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4,3,19.98
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4,3,16.76
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4,3,24.45
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4,3,73
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4,3,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4,3,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4,3,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4,3,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4,3,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3,3,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3,3,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4,3,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
